Distribuidora;Codigo;Descripcion;Margen
ARNOIA;888;DELTA;0.00
ARNOIA;597;DELTA PUBLICACIONES;0.00
ARNOIA;910;DEMIPAGE;0.00
ARNOIA;L36;DEMO;0.00
ARNOIA;I70;DENES;0.00
ARNOIA;O81;DENOEL;0.00
ARNOIA;431;DEPUTACION DA CORUÑA;0.00
ARNOIA;515;DEPUTACION DE PONTEVEDRA;0.00
ARNOIA;762;DEPUTACION PROVINCIAL OURENSE;0.00
ARNOIA;G72;DEPUTACION SEVILLA;0.00
ARNOIA;K88;DER AUDIO VERLAG;0.00
ARNOIA;B07;DERIA EDITORS;0.00
ARNOIA;389;DESCLEE DE BROUWER;0.00
ARNOIA;B28;DESIDERATA;0.00
ARNOIA;946;DESNIVEL;0.00
ARNOIA;448;DESTINO;0.00
ARNOIA;A76;DESTINO (CATALAN);0.00
ARNOIA;B11;DESTINO INFANTIL;0.00
ARNOIA;G48;DESVELO EDICIONES;0.00
ARNOIA;K70;DETRAS DO MARCO;0.00
ARNOIA;D64;DEU I ONZE;0.00
ARNOIA;618;DEUSTO;0.00
ARNOIA;O19;DHARANA EDITORIAL;0.00
ARNOIA;E02;DHARMA;0.00
ARNOIA;L41;DIABOLO EDICIONES;0.00
ARNOIA;919;DIAEDITORES;0.00
ARNOIA;426;DIALOGO;0.00
ARNOIA;903;DIAZ DE SANTOS;0.00
ARNOIA;B14;DIB BUKS;0.00
ARNOIA;M46;DIDACBOOK;0.00
ARNOIA;248;DIDIER  -HATIER (ANAYA);0.00
ARNOIA;O71;DIEGO MARIN LIBRERO;0.00
ARNOIA;O62;DIEGO PUN EDICIONES;0.00
ARNOIA;I47;DIERESIS;0.00
ARNOIA;B37;DIERESIS;0.00
ARNOIA;G71;DIFACIL;0.00
ARNOIA;959;DIFERENTE;0.00
ARNOIA;227;DIFUSION;0.00
ARNOIA;G67;DIFUSION INTERNACIONAL;0.00
ARNOIA;D51;DIGGRAF;0.00
ARNOIA;K53;DIGITALLEAF;0.00
ARNOIA;O01;DINAPRESS;0.00
ARNOIA;H47;DIPUTACION DE HUELVA;0.00
ARNOIA;X06;DISET;0.00
ARNOIA;A23;DISNEY LIBROS;0.00
ARNOIA;Q80;DIVERSA EDICIONES;0.00
ARNOIA;I23;DIVINE EGG STUDIO;0.00
ARNOIA;A12;DIVISA RED, S.A;0.00
ARNOIA;G33;DK PEARSON;0.00
ARNOIA;359;DO CASTRO;0.00
ARNOIA;J98;DOBLEERRE;0.00
ARNOIA;I13;DOBLERRE EDITORIAL;0.00
ARNOIA;G35;DOCE CALLES;0.00
ARNOIA;E20;DOCTOR DOMAVERSO;0.00
ARNOIA;H81;DOCUMENTA BALEAR;0.00
ARNOIA;B30;DOCUMENTA UNIVERSITARIA;0.00
ARNOIA;P78;DOHE;0.00
ARNOIA;P92;DOHE AGENDAS;0.00
ARNOIA;358;DOLMEN EDITORIAL;0.00
ARNOIA;J93;DOM QUIXOTE;0.00
ARNOIA;D60;DONISTIA KULTURA;0.00
ARNOIA;329;DONOSTIARRA;0.00
ARNOIA;F79;DONZELLI;0.00
ARNOIA;906;DORLING;0.00
ARNOIA;L72;DORLING KINDERSLEY VERLAG;0.00
ARNOIA;780;DOS ACORDES;0.00
ARNOIA;Y81;DOSS EDICIONES (IBD);0.00
ARNOIA;58;DOSSAT;0.00
ARNOIA;H32;DPR BARCELONA;0.00
ARNOIA;495;DRAC;0.00
ARNOIA;Q64;DRASSANA;0.00
ARNOIA;K58;DSTORIA EDICIONS;0.00
ARNOIA;821;DTV  -DEUTSCHER TASCHENBUCH;0.00
ARNOIA;Q59;DUALBOOKS;0.00
ARNOIA;233;DUCULOT;0.00
ARNOIA;Y44;DUMBRIO EDITORA;0.00
ARNOIA;573;DUOMO;0.00
ARNOIA;P25;DURABLE;0.00
ARNOIA;P68;DURACELL;0.00
ARNOIA;P86;DURACELL;0.00
ARNOIA;D30;DUX;0.00
ARNOIA;F86;DVD ITALIANO;0.00
ARNOIA;C58;DYKINSON 2000;0.00
ARNOIA;575;DYLAR EDICIONES;0.00
ARNOIA;L49;D´AQUARI EDICIONS;0.00
ARNOIA;O20;D´EPOCA EDITORIAL;0.00
ARNOIA;J80;EASY READERS;0.00
ARNOIA;5;ECIR;0.00
ARNOIA;K05;ECLIPSADOS;0.00
ARNOIA;578;ECOBOOK;0.00
ARNOIA;J23;ECOLE DES LOISIRS;0.00
ARNOIA;688;ECU;0.00
ARNOIA;Q82;ED.IBERIA;0.00
ARNOIA;26;EDAF EDITORIAL;0.00
ARNOIA;P19;EDDING;0.00
ARNOIA;7;EDEBE;0.00
ARNOIA;D05;EDGE;0.00
ARNOIA;253;EDHASA EDITORIAL;0.00
ARNOIA;938;EDIBESA;0.00
ARNOIA;984;EDIC.1984;0.00
ARNOIA;B51;EDIC.1984;0.00
ARNOIA;827;EDICE EDITORIAL;0.00
ARNOIA;436;EDICEP C.B;0.00
ARNOIA;Y22;EDICION DIGITAL;0.00
ARNOIA;537;EDICIONES 98;0.00
ARNOIA;K13;EDICIONES ACADEMICAS;0.00
ARNOIA;O92;EDICIONES BETA;0.00
ARNOIA;Q37;EDICIONES CASAS;0.00
ARNOIA;Y73;EDICIONES CASAS (IBD);0.00
ARNOIA;H78;EDICIONES DE AQUI;0.00
ARNOIA;YB1;EDICIONES DE LA U;0.00
ARNOIA;J10;EDICIONES DEL SUBSUELO;0.00
ARNOIA;F50;EDICIONES I;0.00
ARNOIA;L85;EDICIONES KIWI;0.00
ARNOIA;M49;EDICIONES KIWI;0.00
ARNOIA;Y69;EDICIONES OBLICUAS (IBD);0.00
ARNOIA;I21;EDICIONES PROSVETA;0.00
ARNOIA;F68;EDICIONES S;0.00
ARNOIA;305;EDICIONS 62;0.00
ARNOIA;I60;EDICIONS 96;0.00
ARNOIA;C44;EDICIONS DA CURUXA;0.00
ARNOIA;E53;EDICIONS DE LA CENTRAL;0.00
ARNOIA;O33;EDICIONS DO CERNE;0.00
ARNOIA;I35;EDICIONS ELS LLUMS (CATALAN);0.00
ARNOIA;L60;EDICIONS PAI;0.00
ARNOIA;D16;EDICIONS ROURE DE CAN ROCA;0.00
ARNOIA;O56;EDICIONS SALDONAR;0.00
ARNOIA;K47;EDIÇOES;0.00
ARNOIA;Q22;EDIÇOES CHA DAS CINCO;0.00
ARNOIA;R08;EDIÇOES COLIBRI;0.00
ARNOIA;I96;EDIGOL;0.00
ARNOIA;861;EDILINGUA;0.00
ARNOIA;16;EDILUPA EDICIONES S.L.;0.00
ARNOIA;161;EDIMAT;0.00
ARNOIA;I14;EDIMAT;0.00
ARNOIA;J21;EDIMATER;0.00
ARNOIA;Y16;EDINEXUS;0.00
ARNOIA;405;EDINUMEN;0.00
ARNOIA;J64;EDISOFER;0.00
ARNOIA;M09;EDITIONS DU SEUIL;0.00
ARNOIA;Y48;EDITORA INTER. CALI;0.00
ARNOIA;G77;EDITORIAL ALMA;0.00
ARNOIA;L56;EDITORIAL BIENESTAR;0.00
ARNOIA;Q63;EDITORIAL FARO;0.00
ARNOIA;Y52;EDITORIAL FUTBOLDLIBRO;0.00
ARNOIA;Y98;EDITORIAL JG;0.00
ARNOIA;K92;EDITORIAL MAROVA;0.00
ARNOIA;G12;EDITORIAL MIRACH;0.00
ARNOIA;Q51;EDITORIAL MONG;0.00
ARNOIA;L20;EDITORIAL OBRADOR;0.00
ARNOIA;O40;EDITORIAL RECOLECTORES URBANOS;0.00
ARNOIA;L76;EDITORIAL SIDILLA;0.00
ARNOIA;I38;EDITORIAL SISTEMA;0.00
ARNOIA;Y51;EDITORIAL SUPERATE;0.00
ARNOIA;Y14;EDITORIAL TRIFOLIUM;0.00
ARNOIA;Y65;EDITORIAL TRYMAR (IBD);0.00
ARNOIA;Y50;EDITORIAL UAP;0.00
ARNOIA;D08;EDITRAMA;0.00
ARNOIA;O06;EDITSE EDITORIAL;0.00
ARNOIA;H36;EDITUM;0.00
ARNOIA;L91;EDIZIONI ANGOLO MANZONI;0.00
ARNOIA;E70;EDUARDO GUTIERREZ MARI;0.00
ARNOIA;X09;EDUCA BORRAS;0.00
ARNOIA;E55;EDUCATORI IZQUIERDO;0.00
ARNOIA;A81;EDUCAULA;0.00
ARNOIA;X16;EDUCO;0.00
ARNOIA;Y75;EDUVIM (IBD);0.00
ARNOIA;130;EDWARD ARNOLD;0.00
ARNOIA;G39;EFADOS;0.00
ARNOIA;Y12;EFORY ATOCHA;0.00
ARNOIA;725;EGALES S.L.;0.00
ARNOIA;574;EGMONT;0.00
ARNOIA;322;EI.EDITORIAL IDIOMAS;0.00
ARNOIA;F87;EINAUDI;0.00
ARNOIA;979;EIUNSA;0.00
ARNOIA;G14;EKARE EUROPA;0.00
ARNOIA;L08;EKILIKUA.COM;0.00
ARNOIA;J31;EKSMO;0.00
ARNOIA;J97;EL CEP I LA NANSA;0.00
ARNOIA;F53;EL CROQUIS;0.00
ARNOIA;G51;EL DERECHO EDITORES;0.00
ARNOIA;C49;EL DUENDE;0.00
ARNOIA;M95;EL GALLO DE ORO;0.00
ARNOIA;M28;EL HILO DE ARIADNA;0.00
ARNOIA;J58;EL HOMBRE DEL TRES;0.00
ARNOIA;634;EL JUEVES EDICIONES;0.00
ARNOIA;C69;EL NADIR;0.00
ARNOIA;G97;EL PARAMO;0.00
ARNOIA;A50;EL PATITO;0.00
ARNOIA;L39;EL SENDERISTA;0.00
ARNOIA;O63;EL SIGLO EDICIONES;0.00
ARNOIA;A10;EL TORO MITICO;0.00
ARNOIA;H11;EL VISO;0.00
ARNOIA;C10;EL VISO;0.00
ARNOIA;B23;ELA GEMINADA;0.00
ARNOIA;P79;ELBA;0.00
ARNOIA;D38;ELBA EDITORIAL;0.00
ARNOIA;498;ELECTA;0.00
ARNOIA;E89;ELEFTHERIA;0.00
ARNOIA;D44;ELENA SILVESTRE;0.00
ARNOIA;H00;ELFOS;0.00
ARNOIA;308;ELI;0.00
ARNOIA;Y34;ELLAGO;0.00
ARNOIA;758;ELLAGOEDICIONES;0.00
ARNOIA;C85;ELSEVIER;0.00
ARNOIA;K62;ELVIRA EDITORIAL;0.00
ARNOIA;F51;EMBORA;0.00
ARNOIA;718;EMECE EDITORES;0.00
ARNOIA;251;EMPRESA ACTIVA;0.00
ARNOIA;742;EMPURIES;0.00
ARNOIA;A91;ENCICLOPEDIA CATALANA;0.00
ARNOIA;B41;ENCLAVE;0.00
ARNOIA;K57;ENCLAVE CREATIVA;0.00
ARNOIA;951;ENCUENTRO;0.00
ARNOIA;Y19;ENCUENTRO;0.00
ARNOIA;K71;ENDERLE SHOTEN;0.00
ARNOIA;YA8;ENDOVELIA;0.00
ARNOIA;639;ENEIDA;0.00
ARNOIA;G57;ENI EDICIONES;0.00
ARNOIA;K35;ENNSTHALER;0.00
ARNOIA;P43;ENRI;0.00
ARNOIA;L37;ENRIQUE ORTEA;0.00
ARNOIA;E60;ENSEÑANZA UNIVERSITARIA SEK;0.00
ARNOIA;I03;ENSIOLA EDITORIAL;0.00
ARNOIA;H45;ENTINEMA;0.00
ARNOIA;B87;ENTRAMAT;0.00
ARNOIA;R15;ENTRE AMBOS;0.00
ARNOIA;Y84;ENTREACACIAS (IBD);0.00
ARNOIA;855;ENTRELIBROS;0.00
ARNOIA;H54;ENXEBREBOOKS;0.00
ARNOIA;O54;EOLAS;0.00
ARNOIA;E96;EOS;0.00
ARNOIA;O69;EQUIPO DIFUSOR DEL LIBRO;0.00
ARNOIA;B80;ERASMUS EDICIONES;0.00
ARNOIA;326;EREIN EDITORIAL;0.00
ARNOIA;E46;ERGON;0.00
ARNOIA;434;ERIDE;0.00
ARNOIA;P48;ERIK;0.00
ARNOIA;908;ERRATA NATURAE;0.00
ARNOIA;J35;ERROTETA;0.00
ARNOIA;973;ES;0.00
ARNOIA;B72;ES POP EDICIONES;0.00
ARNOIA;O70;ESAY EDITORIAL;0.00
ARNOIA;960;ESCALERA;0.00
ARNOIA;O99;ESCOBAR;0.00
ARNOIA;P50;ESCOL  -OFI;0.00
ARNOIA;I61;ESCOLA VALENCIANA;0.00
ARNOIA;458;ESCOLAR Y MAYO;0.00
ARNOIA;H97;ESCUCURUCUC;0.00
ARNOIA;878;ESENCIA;0.00
ARNOIA;525;ESFERA DE LOS LIBROS;0.00
ARNOIA;M85;ESFERA DO CAOS;0.00
ARNOIA;I19;ESFEREA EDITORIAL;0.00
ARNOIA;969;ESIC;0.00
ARNOIA;Y05;ESPIRAL MAIOR;0.00
ARNOIA;735;ESPIRAL MAIOR, S.L.;0.00
ARNOIA;986;ESPUELA DE PLATA;0.00
ARNOIA;O03;ESQUEMA EDICIONES;0.00
ARNOIA;245;ESQUILO EDICIONES;0.00
ARNOIA;M91;ESQUILO PORTUGAL;0.00
ARNOIA;P03;ESSELTE;0.00
ARNOIA;A92;ESTRELLA POLAR;0.00
ARNOIA;D92;ESTUDIOS NAUTICOS COSTA;0.00
ARNOIA;607;EUDEMA;0.00
ARNOIA;B16;EUMO;0.00
ARNOIA;H93;EUMOGRAFIC;0.00
ARNOIA;E49;EUNATE;0.00
ARNOIA;A04;EUNSA;0.00
ARNOIA;L17;EUROEDITIONS;0.00
ARNOIA;492;EUROIMPALA;0.00
ARNOIA;Q23;EUROIMPALA PORTUGUES;0.00
ARNOIA;M89;EUROTALK;0.00
ARNOIA;L10;EUTELEQUIA;0.00
ARNOIA;G81;EVEREST;0.00
ARNOIA;G34;EVOHE;0.00
ARNOIA;H33;EVOLO;0.00
ARNOIA;Y31;EVORA;0.00
ARNOIA;964;EXCALIBUR;0.00
ARNOIA;G55;EXPERIENCIA EDICIONES;0.00
ARNOIA;652;EXPRESS;0.00
ARNOIA;F52;EXTRAMUROS;0.00
ARNOIA;829;EZARO EDITORIAL;0.00
ARNOIA;A59;F.C.RUBIO;0.00
ARNOIA;P26;FABER  -CASTELL;0.00
ARNOIA;193;FABER AND FABER;0.00
ARNOIA;O07;FABULAS DE ALBION;0.00
ARNOIA;O96;FACKELTRAGER;0.00
ARNOIA;Y45;FACSIMILE;0.00
ARNOIA;743;FACTORIA DE IDEAS;0.00
ARNOIA;Q95;FACTORIA IDEAS  -DEBOLSILLO;0.00
ARNOIA;P31;FAIBO;0.00
ARNOIA;O68;FAIRY DREAMS;0.00
ARNOIA;M37;FAJARDO EL BRAVO;0.00
ARNOIA;542;FAKTORIA K DE LIBROS;0.00
ARNOIA;203;FALLOIS;0.00
ARNOIA;X03;FALOMIR JUEGOS;0.00
ARNOIA;H06;FANBOOKS;0.00
ARNOIA;J49;FANTASCY;0.00
ARNOIA;307;FAYARD;0.00
ARNOIA;H39;FDL. FUTBOL DE LIBRO;0.00
ARNOIA;C39;FECC;0.00
ARNOIA;L55;FEIWEL & FRIENDS;0.00
ARNOIA;L95;FELGUERA;0.00
ARNOIA;F80;FELTRINELLI;0.00
ARNOIA;G46;FEMINISMOS;0.00
ARNOIA;606;FENIX;0.00
ARNOIA;A55;FERTILIDAD DE TIERRA;0.00
ARNOIA;645;FERVENZA;0.00
ARNOIA;X17;FIMO;0.00
ARNOIA;O26;FINDERS KEEPERS;0.00
ARNOIA;989;FINEO;0.00
ARNOIA;I68;FINIS TERRAE;0.00
ARNOIA;P37;FINOCAM;0.00
ARNOIA;Y41;FIOCRUZ;0.00
ARNOIA;551;FISCHER;0.00
ARNOIA;Q03;FISCHER;0.00
ARNOIA;P38;FISICO POLITICO;0.00
ARNOIA;P81;FIXO;0.00
ARNOIA;E75;FLAMBOYANT;0.00
ARNOIA;350;FLAMINGO;0.00
ARNOIA;K64;FLASHBACK EDICIONES;0.00
ARNOIA;175;FLEURUS;0.00
ARNOIA;I37;FLIEDNER;0.00
ARNOIA;841;FLOR DEL VIENTO;0.00
ARNOIA;B24;FLOR DEL VIENTO;0.00
ARNOIA;M29;FLUMEN;0.00
ARNOIA;768;FOCA;0.00
ARNOIA;J11;FOL MUSICA;0.00
ARNOIA;P55;FOLDERMATE;0.00
ARNOIA;J74;FOLENS;0.00
ARNOIA;A16;FOLIO (ESPAÑOL);0.00
ARNOIA;H80;FOLLAS NOVAS;0.00
ARNOIA;398;FONDO CULTURA ECONOMICA (FCE);0.00
ARNOIA;I22;FONOLL EDITORIAL;0.00
ARNOIA;C76;FORCOLA;0.00
ARNOIA;Y08;FOREIGN LANGUAGES PRESS;0.00
ARNOIA;283;FORMACION ALCALA;0.00
ARNOIA;Q24;FORMASAU EDITORA;0.00
ARNOIA;I69;FORPAX;0.00
ARNOIA;K93;FORTUNA;0.00
ARNOIA;102;FOSFENOLOGIA, INSTITUTO DE;0.00
ARNOIA;133;FOUCHER;0.00
ARNOIA;M41;FOUNDATION FOR INNER PEACE;0.00
ARNOIA;X08;FOURNIER;0.00
ARNOIA;L54;FRAGATINA;0.00
ARNOIA;B53;FRAGMENTA;0.00
ARNOIA;C08;FRAGUA;0.00
ARNOIA;M39;FRAGUA DEL TROVADOR;0.00
ARNOIA;825;FRANCE EMPIRE;0.00
ARNOIA;M16;FRANCIS LEFEBVRE;0.00
ARNOIA;Q91;FREYTAG BERNDTU ARTARIA;0.00
ARNOIA;D71;FULGENCIO PIMENTEL;0.00
ARNOIA;288;FUNAMBULISTA EDITORIAL;0.00
ARNOIA;C70;FUND.CAJA DE ARQUITECTOS;0.00
ARNOIA;G11;FUND.ENMANUEL MOUNIER;0.00
ARNOIA;F09;FUND.INFANCIA Y APRENDIZAJE;0.00
ARNOIA;423;FUND.INTER.DOLOR;0.00
ARNOIA;E73;FUND.J.A.DE CASTRO;0.00
ARNOIA;H15;FUND.MANUEL MARIA;0.00
ARNOIA;158;FUND.PEDRO BARRIE MAZA;0.00
ARNOIA;759;FUND.PROMEDIC;0.00
ARNOIA;K43;FUNDAÇAO CALOUSTE GULBENKIAN;0.00
ARNOIA;M82;FUNDAÇAO FRANCISCO MANUEL SANT;0.00
ARNOIA;K44;FUNDAÇAO ORIENTE MUSEU;0.00
ARNOIA;150;FUNDACIO AUTONOMA SOLIDARIA;0.00
ARNOIA;J20;FUNDACIO GALA  -SALVADOR DALI;0.00
ARNOIA;I00;FUNDACIO NOGUERA;0.00
ARNOIA;429;FUNDACION;0.00
ARNOIA;Q96;FUNDACION AQUA MARIS;0.00
ARNOIA;D29;FUNDACION ARGOS;0.00
ARNOIA;I26;FUNDACION BAUTISTA ALVAREZ;0.00
ARNOIA;Y40;FUNDACION BBVA;0.00
ARNOIA;151;FUNDACION CAIXA GALICIA;0.00
ARNOIA;922;FUNDACION CONFEMETAL;0.00
ARNOIA;M66;FUNDACION ECOEM;0.00
ARNOIA;379;FUNDACION GERMAN SANCHEZ;0.00
ARNOIA;179;FUNDACION JOSE MANUEL LARA;0.00
ARNOIA;L62;FUNDACION NOVONEIRA;0.00
ARNOIA;612;FUNDACION OTERO PEDRAYO;0.00
ARNOIA;C36;FUNDACION ROSALIA DE CASTRO;0.00
ARNOIA;I04;FUNDACION SANTANDER;0.00
ARNOIA;L64;FUNDACION VICENTE RISCO;0.00
ARNOIA;258;FUNDAMENTOS EDITORIAL;0.00
ARNOIA;P96;GABOL, S.L.;0.00
ARNOIA;324;GADIR EDITORIAL;0.00
ARNOIA;745;GAIA;0.00
ARNOIA;63;GALAXIA;0.00
ARNOIA;Y15;GALAXIA;0.00
ARNOIA;731;GALAXIA GUTENBERG;0.00
ARNOIA;C40;GALAXIA GUTENBERG CATALAN;0.00
ARNOIA;I09;GALERADA;0.00
ARNOIA;700;GALINOVA EDITORIAL S.L.;0.00
ARNOIA;605;GALIZA SEMPRE;0.00
ARNOIA;971;GALLAND;0.00
ARNOIA;220;GALLIMARD;0.00
ARNOIA;L34;GALLIMARD;0.00
ARNOIA;B61;GALLO NERO;0.00
ARNOIA;Y61;GANDHI;0.00
ARNOIA;J71;GARCETA;0.00
ARNOIA;L47;GARHERVE;0.00
ARNOIA;566;GARNET EDUCATION;0.00
ARNOIA;225;GARNIER;0.00
ARNOIA;F81;GARZANTI;0.00
ARNOIA;457;GASTROMEDIA;0.00
ARNOIA;Q12;GATO DE HOJALATA;0.00
ARNOIA;H75;GAUDETE;0.00
ARNOIA;323;GEDISA EDITORIAL;0.00
ARNOIA;E06;GENERAL EDICIONES ARQUITECTURA;0.00
ARNOIA;B81;GENERALITAT DE CATALUNYA;0.00
ARNOIA;L51;GENIS CARRERAS;0.00
ARNOIA;776;GEOESTEL;0.00
ARNOIA;C32;GEOPLANETA;0.00
ARNOIA;E78;GEORGE BLANC;0.00
ARNOIA;Y23;GERAÇAO EDITORIAL;0.00
ARNOIA;G63;GESFOMEDIA;0.00
ARNOIA;682;GESTION 2000;0.00
ARNOIA;970;GIGAMESH;0.00
ARNOIA;D25;GILTZA;0.00
ARNOIA;O74;GILUZ EDICIONES;0.00
ARNOIA;P64;GIOTTO;0.00
ARNOIA;M59;GIRASOL EDIÇOES;0.00
ARNOIA;J90;GIUNTI EDITORE;0.00
ARNOIA;G98;GLENAT EDITORIAL;0.00
ARNOIA;187;GLENAT EDITORIAL;0.00
ARNOIA;M61;GLENAT FRANCES;0.00
ARNOIA;O46;GLIA;0.00
ARNOIA;E21;GLOBAL ELT.(ANDREW BETSIS ELT);0.00
ARNOIA;K15;GLOBAL MARKETING ESTRATEGIS;0.00
ARNOIA;763;GLOBAL RHYTHM PRESS;0.00
ARNOIA;P72;GLOBAMAS, S.L.;0.00
ARNOIA;A43;GONDO;0.00
ARNOIA;L75;GOODBOOKS;0.00
ARNOIA;948;GOTA A GOTA;0.00
ARNOIA;X07;GOULA;0.00
ARNOIA;366;GOURMANDIA;0.00
ARNOIA;Q47;GRADIVA PUBLICAÇOES;0.00
ARNOIA;865;GRAFEIN;0.00
ARNOIA;B95;GRAFICAS GALILEO;0.00
ARNOIA;P42;GRAFOPLAS;0.00
ARNOIA;P89;GRAFOPLAS DISEÑO;0.00
ARNOIA;G41;GRAM;0.00
ARNOIA;L99;GRAM NEXO;0.00
ARNOIA;644;GRANICA;0.00
ARNOIA;F94;GRANO MOSTAZA;0.00
ARNOIA;E13;GRAO;0.00
ARNOIA;D49;GRATA;0.00
ARNOIA;B44;GRAZALEMA;0.00
ARNOIA;55;GREDOS, S.A.;0.00
ARNOIA;O45;GREGAL;0.00
ARNOIA;I34;GREGAL (CATALAN);0.00
ARNOIA;Q36;GROH;0.00
ARNOIA;834;GRUP D'ART ESCOLA,SL;0.00
ARNOIA;A78;GRUP PROMOTOR;0.00
ARNOIA;A77;GRUP PROMOTOR;0.00
ARNOIA;G90;GRUPO ASIS BIOMEDIA;0.00
ARNOIA;Q78;GRUPO CHEVERE;0.00
ARNOIA;O85;GRUPO ED.PRENSA MPG;0.00
ARNOIA;E09;GRUPO EDIT.33;0.00
ARNOIA;933;GRUPO EDIT.UNIVERSITARIO (GEU);0.00
ARNOIA;F63;GUADALMAZAN;0.00
ARNOIA;911;GUADALTURIA;0.00
ARNOIA;B04;GUADIEL;0.00
ARNOIA;670;GUERRA EDIZIONI;0.00
ARNOIA;744;GUIA CAMPSA;0.00
ARNOIA;Q57;GUIMARAES EDITORA;0.00
ARNOIA;I89;GUIVERNY;0.00
ARNOIA;G65;GULAAB;0.00
ARNOIA;B66;GUSTAVO GILI;0.00
ARNOIA;E24;GUY TREDANIEL;0.00
ARNOIA;384;H.BLUME;0.00
ARNOIA;F01;HABLA CON EÑE;0.00
ARNOIA;209;HACHETTE;0.00
ARNOIA;R13;HACHETTE LITTERATURE;0.00
ARNOIA;2;HACHETTE SGEL;0.00
ARNOIA;L11;HADES;0.00
ARNOIA;K72;HAKUSUISHA;0.00
ARNOIA;782;HALLMARK CARDS;0.00
ARNOIA;F08;HANBAN;0.00
ARNOIA;X12;HAPE;0.00
ARNOIA;Q92;HARA PRESS;0.00
ARNOIA;K95;HARLEQUIN;0.00
ARNOIA;610;HARLEQUIN  -TOP NOVEL;0.00
ARNOIA;H92;HARMONIA MUNDI;0.00
ARNOIA;120;HARPER COLLINS;0.00
ARNOIA;B54;HARPER PERENNIAL;0.00
ARNOIA;K01;HARTY EDITORIAL;0.00
ARNOIA;229;HATIER  -DIDIER;0.00
ARNOIA;M45;HAY HOUSE;0.00
ARNOIA;24;HEINEMANN;0.00
ARNOIA;136;HEINEMANN;0.00
ARNOIA;Q54;HEINEMANN EDUCATIONAL;0.00
ARNOIA;876;HEINLE;0.00
ARNOIA;940;HELBLING;0.00
ARNOIA;466;HERCE;0.00
ARNOIA;H18;HERCULES EDICIONES;0.00
ARNOIA;C01;HERDER;0.00
ARNOIA;J09;HERMIDA;0.00
ARNOIA;H63;HIDRA;0.00
ARNOIA;845;HIDRA;0.00
ARNOIA;F73;HIPERION;0.00
ARNOIA;445;HIRU;0.00
ARNOIA;413;HISPANO EUROPEA;0.00
ARNOIA;D94;HOAC;0.00
ARNOIA;109;HODDER & STOUGHTON;0.00
ARNOIA;X10;HOGUEIT;0.00
ARNOIA;I86;HOJA DE LATA;0.00
ARNOIA;G25;HOJAS DE LUZ;0.00
ARNOIA;897;HOMBRE DEL SACO, EL;0.00
ARNOIA;348;HOMOLEGENS EDITORIAL;0.00
ARNOIA;60;HORAS Y HORAS;0.00
ARNOIA;F25;HORSORI;0.00
ARNOIA;O77;HORUS EDITORIAL;0.00
ARNOIA;926;HOTELPAPEL;0.00
ARNOIA;302;HUEBER;0.00
ARNOIA;F72;HUERGA Y FIERRO EDITORES;0.00
ARNOIA;M02;HUGIN E MUNIN;0.00
ARNOIA;F10;HUMANITAS;0.00
ARNOIA;M86;HUMUS;0.00
ARNOIA;F71;IBAIZABAL;0.00
ARNOIA;E72;IBERICAS EDICIONES;0.00
ARNOIA;C68;IBEROAMERICANA   - VERVUERT;0.00
ARNOIA;P51;IBERPLAS;0.00
ARNOIA;L18;IBV;0.00
ARNOIA;I67;IC;0.00
ARNOIA;916;ICARIA;0.00
ARNOIA;272;ICCE PUBLICACIONES;0.00
ARNOIA;K17;ICEX;0.00
ARNOIA;468;ICM;0.00
ARNOIA;M67;IDAMPA;0.00
ARNOIA;C74;IDEA BOOKS;0.00
ARNOIA;E26;IDEA EDICIONES;0.00
ARNOIA;L30;IDEAMUSICA;0.00
ARNOIA;518;IDEASPROPIAS;0.00
ARNOIA;Y30;IDEASPROPIAS;0.00
ARNOIA;D22;IDEAZAPATO;0.00
ARNOIA;C98;IEV;0.00
ARNOIA;Q90;IFEELBOOK;0.00
ARNOIA;Y03;IGADI;0.00
ARNOIA;F30;IGITUR;0.00
ARNOIA;L87;IGN;0.00
ARNOIA;510;IGN.INSTITUTO GEOGRAFICO NAC.;0.00
ARNOIA;847;IKUSAGER;0.00
ARNOIA;F90;IL MULINO;0.00
ARNOIA;L13;ILARION;0.00
ARNOIA;F40;ILUSBOOK;0.00
ARNOIA;330;ILUSTRAE EDITORIAL;0.00
ARNOIA;L22;IMAGE BOOKS;0.00
ARNOIA;D23;IMAGICA;0.00
ARNOIA;Q62;IMAGINA EDITORS;0.00
ARNOIA;A06;IMAGINARIUM;0.00
ARNOIA;E14;IMAGINARIUM;0.00
ARNOIA;D58;IMAGINARIUM CATALAN;0.00
ARNOIA;563;IMAGINE EDICIONES;0.00
ARNOIA;D54;IMAGINE PRESS;0.00
ARNOIA;P14;IMEDIO;0.00
ARNOIA;H64;IMPEDIMENTA;0.00
ARNOIA;407;IMPEDIMENTA;0.00
ARNOIA;M79;IMPRENSA CIENCIAS SOCIAIS;0.00
ARNOIA;M84;IMPRENSA NACIONAL CASA MOEDA;0.00
ARNOIA;K10;IMPRENTA ROMEU;0.00
ARNOIA;501;IMPRESSORS.(MAPES NAVEGACIO);0.00
ARNOIA;I07;IMPULS A L'ACCIO SOCIAL;0.00
ARNOIA;C09;IMSER SIGLO;0.00
ARNOIA;YA1;IN  -VERSO;0.00
ARNOIA;F31;INAP;0.00
ARNOIA;996;INDE;0.00
